date,category,title,link,author
2020-05-04,,"'동상이몽2' 박성광 ""♥이솔이, 배우 아닌 전문의약품 영업사원...2년 연속 실적 1위"" 자랑",https://news.chosun.com/site/data/html_dir/2020/05/04/2020050403121.html,스포츠조선=이우주
2020-05-04,,"[종합]'밥먹다' 김호중X류지광, 인생 역전 스토리 ""할머니에 너무 죄송해"" 눈물",https://news.chosun.com/site/data/html_dir/2020/05/04/2020050403119.html,스포츠조선=정안지
2020-05-04,,[오피셜]'미국·일본에 KBO리그 중계된다' 중계권 계약 완료,https://news.chosun.com/site/data/html_dir/2020/05/04/2020050403101.html,스포츠조선=나유리
2020-05-04,,"한국야구, 미국 전역에 ESPN으로 생중계",https://news.chosun.com/site/data/html_dir/2020/05/04/2020050403089.html,강호철
2020-05-04,,남친은 되고 남사친은 안된다? 이탈리아의 애매한 봉쇄 해제,https://news.chosun.com/site/data/html_dir/2020/05/04/2020050403087.html,이건창
2020-05-04,,"김태년 ""부산시장 후보 내야"" vs 정성호 ""안내는게 옳아""",https://news.chosun.com/site/data/html_dir/2020/05/04/2020050403085.html,박상기
2020-05-04,,"'밥먹다' 류지광 ""초6시절 母 억대 빚보증…생활고로 월세방으로 이사""",https://news.chosun.com/site/data/html_dir/2020/05/04/2020050403091.html,스포츠조선=정안지
2020-05-04,,"'굿캐스팅' 이상훈, 최강희 정체 알았다...최강희X이상엽, 묘한 기류 [종합]",https://news.chosun.com/site/data/html_dir/2020/05/04/2020050403072.html,스포츠조선=이우주
2020-05-04,,[SC핫포커스]'경험? 패기?' 샘슨 빈자리 채울 롯데 대체 자원 누가될까,https://news.chosun.com/site/data/html_dir/2020/05/05/2020050500379.html,스포츠조선=박상경
2020-05-04,,"지리산 소방헬기 사고, 아내 사망은 헬기 사고와 연관",https://news.chosun.com/site/data/html_dir/2020/05/04/2020050403057.html,김석모
2020-05-04,,"[종합]'김호중 제외' 임영웅→김희재 6人, '불후'서 송해 만난다…'송해가요제' 기대X관심 'UP'",https://news.chosun.com/site/data/html_dir/2020/05/04/2020050403103.html,스포츠조선=정안지
2020-05-04,,"'옥문아들' 조권X서은광, 전역증 잉크도 안 마른 '군필돌'…김혜수X강하늘 미담 공개 [종합]",https://news.chosun.com/site/data/html_dir/2020/05/04/2020050403051.html,스포츠조선=이우주
2020-05-04,,[최재천의 자연과 문화] [572] 야행성,https://news.chosun.com/site/data/html_dir/2020/05/04/2020050402830.html,최재천 이화여대 석좌교수·사회생물학
2020-05-04,,[우정아의 아트 스토리] [324] 놀이의 백과사전,https://news.chosun.com/site/data/html_dir/2020/05/04/2020050402829.html,우정아 포스텍 교수·서양미술사
2020-05-04,,[윤대현의 마음속 세상 풍경] [1] 어린이날 강추하는 가족놀이 '긍정 탐구',https://news.chosun.com/site/data/html_dir/2020/05/04/2020050402817.html,윤대현 서울대병원 강남센터 정신건강의학과 교수
2020-05-04,,"[이런생각 저런생각] 코로나 이후 가장 두려움에 떨 존재, 그대 이름 '중간관리자'",https://news.chosun.com/site/data/html_dir/2020/05/04/2020050402811.html,조동성 국립인천대학교 총장
2020-05-04,,"'믿듣탱' 태연, 신곡 'Happy' 음원차트 1위 ""HAPPY 하세요""",https://news.chosun.com/site/data/html_dir/2020/05/04/2020050403041.html,스포츠조선=정안지
2020-05-04,,"""1년 내내 기다린 어린이날… 코로나가 다 망쳤어요""",https://news.chosun.com/site/data/html_dir/2020/05/04/2020050403028.html,장근욱
