date,category,title,link,author
2020-05-02,,"[SC핫포커스]'연습경기 1위' 달라진 롯데, '백업 완성'이 롱런 열쇠다",https://news.chosun.com/site/data/html_dir/2020/05/03/2020050300035.html,스포츠조선=박상경
2020-05-02,,"영기X안성훈, ‘트바로티’ 김호중 첫 음방 축하 “동거인끼리 치킨 회식”",https://news.chosun.com/site/data/html_dir/2020/05/02/2020050201026.html,스포츠조선=이우주
2020-05-02,,"'스페셜원' 무리뉴 감독의 고백, ""그날 지고나서 처음으로 울었다""",https://news.chosun.com/site/data/html_dir/2020/05/02/2020050201028.html,스포츠조선=이원만
2020-05-02,,"마이크로닷, 부모 실형 확정 후 사과…""경솔했던 과거 반성""",https://news.chosun.com/site/data/html_dir/2020/05/02/2020050201021.html,뉴시스
2020-05-02,,"'화양연화' 박시연, 유지태X이보영 관계 알았다→이보영, 경찰 시위 진압 오해 [종합]",https://news.chosun.com/site/data/html_dir/2020/05/02/2020050201017.html,스포츠조선=이우주
2020-05-02,,"LG 윌슨, 대학팀 상대로 5이닝 무실점…'준비 완료'",https://news.chosun.com/site/data/html_dir/2020/05/02/2020050201016.html,뉴시스
2020-05-02,,"상도동 장롱 살인사건 피의자 40대 남성, 구속",https://news.chosun.com/site/data/html_dir/2020/05/02/2020050201009.html,김승현
2020-05-02,,"[SC핫포커스]'준비 끝' 새 사령탑 4인방, '첫승 신고' 영예 누가 안을까",https://news.chosun.com/site/data/html_dir/2020/05/03/2020050300066.html,스포츠조선=박상경
2020-05-02,,"유도 은메달리스트 왕기춘, 미성년자 성폭행 혐의 구속",https://news.chosun.com/site/data/html_dir/2020/05/02/2020050200993.html,이승규
2020-05-02,,"""결혼 후 행복에 불안""…'가보가' 서유리, 공황 발작 고백→아유미, 15년만 한국 생활기 [종합]",https://news.chosun.com/site/data/html_dir/2020/05/02/2020050200999.html,스포츠조선=이우주
2020-05-02,,"'단호박' 마르셀로 이적설 일축, ""레알에 남고싶다""",https://news.chosun.com/site/data/html_dir/2020/05/02/2020050200991.html,스포츠조선=이원만
