date,category,title,link,author
2020-05-03,,"'미우새' 김연자, 7년 연애 남친과 ♥싸움 고백→임원희 '패션왕' 변신 [종합]",https://news.chosun.com/site/data/html_dir/2020/05/03/2020050301360.html,스포츠조선=조윤선
2020-05-03,,"무리뉴 감독, 체흐부터 애슐리 콜까지 '영입 베스트11'(英 언론)",https://news.chosun.com/site/data/html_dir/2020/05/03/2020050301351.html,스포츠조선=김가을
2020-05-03,,"'슈돌' 개리 ""다 맞추면 하오 아들 될 것""…결론은 지니어스 하오 '승'[종합]",https://news.chosun.com/site/data/html_dir/2020/05/03/2020050301341.html,스포츠조선=김준석
2020-05-03,,"통합당 중진들, 총선 참패 18일만 첫 회동 ""미래한국당과 조속 통합""",https://news.chosun.com/site/data/html_dir/2020/05/03/2020050301337.html,이슬비
2020-05-03,,"[속보] 3일 오후 10시 7분, 전남 해남군 부근 규모 3.1 지진",https://news.chosun.com/site/data/html_dir/2020/05/03/2020050301328.html,김정엽
2020-05-03,,올해 로카르노영화제 코로나19 여파로 안 열린다,https://news.chosun.com/site/data/html_dir/2020/05/03/2020050301317.html,뉴시스
2020-05-03,,"오재원·양의지, 입심 대결… ""리니지 좋아해"" vs ""국민밉상""",https://news.chosun.com/site/data/html_dir/2020/05/03/2020050301316.html,뉴시스
2020-05-03,,"""의료진과 힐링 캠프를""… 주장들의 이색 공약은",https://news.chosun.com/site/data/html_dir/2020/05/03/2020050301313.html,뉴시스
2020-05-03,,올림픽 은메달 유도스타 왕기춘의 몰락,https://news.chosun.com/site/data/html_dir/2020/05/03/2020050301312.html,성진혁
2020-05-03,,"美, B-52 빼낸 괌에 '죽음의 백조' B-1B 4대 배치",https://news.chosun.com/site/data/html_dir/2020/05/03/2020050301304.html,양승식
2020-05-03,,"'유랑마켓' 채리나, 찐 연예인→용인댁의 '창고 大방출'…장윤정 우승 [종합]",https://news.chosun.com/site/data/html_dir/2020/05/03/2020050301302.html,스포츠조선=조윤선
